@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D	0
is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!	0
@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds	0
my whole body feels itchy and like its on fire 	0
@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. 	0
@Kwesidei not the whole crew 	0
Need a hug 	0
@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?	0
@Tatiana_K nope they didn't have it 	0
@twittera que me muera ? 	0
spring break in plain city... it's snowing 	0
I just re-pierced my ears 	0
@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .	0
@octolinz16 It it counts, idk why I did either. you never talk to me anymore 	0
@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.	0
@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!	0
Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?	0
about to file taxes 	0
@LettyA ahh ive always wanted to see rent  love the soundtrack!!	0
@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? 	0
@alydesigns i was out most of the day so didn't get much done 	0
one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* 	0
@angry_barista I baked you a cake but I ated it 	0
this week is not going as i had hoped 	0
blagh class at 8 tomorrow 	0
I hate when I have to call and wake people up 	0
Just going to cry myself to sleep after watching Marley and Me.  	0
im sad now  Miss.Lilly	0
ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again 	0
Meh... Almost Lover is the exception... this track gets me depressed every time. 	0
some1 hacked my account on aim  now i have to make a new one	0
@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though	0
thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 	0
@julieebaby awe i love you too!!!! 1 am here  i miss you	0
@HumpNinja I cry my asian eyes to sleep at night 	0
ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now 	0
@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...	0
@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge	0
@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. 	0
Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend 	0
really don't feel like getting up today... but got to study to for tomorrows practical exam... 	0
He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 	0
Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!	0
@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 	0
Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.	0
@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 	0
Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?	0
Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it 	0
is strangely sad about LiLo and SamRo breaking up. 	0
@tea oh! i'm so sorry  i didn't think about that before retweeting.	0
Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are 	0
@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. 	0
our duck and chicken are taking wayyy too long to hatch 	0
Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. 	0
I need a hug 	0
@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! 	0
@oanhLove I hate when that happens... 	0
I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm	0
Ugh....92 degrees tomorrow 	0
Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.	0
@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?	0
just leaving the parking lot of work! 	0
The Life is cool. But not for Me. 	0
Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. 	0
I had such a nice day. Too bad the rain comes in tomorrow at 5am 	0
@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 	0
Damm back to school tomorrow 	0
Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?	0
@katortiz  Not forever... See you soon!	0
@Lt_Algonquin agreed, I saw the failwhale allllll day today. 	0
@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!	0
@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!	0
i really hate how people diss my bands!  Trace is clearly NOT ugly!	0
Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.	0
Why won't you show my location?!   http://twitpic.com/2y2es	0
No picnic  my phone smells like citrus.	0
@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. 	0
No new csi tonight.  FML	0
i think my arms are sore from tennis 	0
wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 	0
sleep soon... i just hate saying bye and see you tomorrow for the night. 	0
@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine 	0
missin' the boo 	0
@markhardy1974 Me too  #itm	0
Damn... I don't have any chalk! MY CHALKBOARD IS USELESS 	0
had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too 	0
@msdrama hey missed ya at the meeting  sup mama	0
My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!	0
why is it always the fat ones?! 	0
@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*	0
@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 	0
wednesday my b-day! don't know what 2 do!! 	0
Poor cameron (the hills) 	0
pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache 	0
@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike	0
Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435	0
so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....	0
hey, I actually won one of my bracket pools! Too bad it wasn't the one for money 	0
@stark YOU don't follow me, either  and i work for you!	0
A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.	0
@RecordJ Ohh Rory is very special....even if I think I did scare him a bit....  x	1
Why am I checking out LUSH Soft Coeur Massage Bar over coffee? I'm just in that love zone mood   http://bit.ly/nBJWL	1
taking a mental health day 	1
with my bff 	1
@mckoolit hi jary! yeah, i know some people from there but they're more of acquaintances only. why, what's up? 	1
I just blogged  Best Foot Forward http://bit.ly/13JLQv	1
I have no idea why I'm awake right now. Its not even 10 yet. Guess I can start on my re-vacuuming and organizing of my room 	1
@_hails_ I know I can't wait to read her book!! 	1
feeling super happy SAFFC in the League Cup final. Jalan Besar Stadium here I come! 	1
laying in my car listening to Lines, Vines, and Trying Times. I DON'T WANT TO GO TO CLASS. JB at 130 	1
@Brandyourself It was the tweet about how to get a job without even interviewing 	1
Going to the gym, then going to get new plates for my mom's car. Then its new bike time!! Can't wait to ride 	1
@vidberry i love your website!!    full of my favorite anime.	1
@missbr0okelin But adult oriented if you catch my drift  Have you seen True Blood on HBO?	1
is enjoying the weather 	1
Skipping school ,     again 	1
@PaulaCampbell I hope to come by and hear you tonight at Posh.  Maybe we can actually meet afterwards   Good Luck!	1
Ready 2 start my day!!b feeling very positive  .. And hungry	1
I knew I'd regret staying up til 2 am.  I am still a sleepy tweepy LOL, but I'll be fine and dandy.  So I better perk up and get to work 	1
@josieboy bored? just tweet everything, dude! hehe 	1
@Jason_Pollock congratulations! 	1
Good morning all! Hope everyone is having a good morning/afternoon 	1
yay for jayce, well sorta, just found a &quot;nice little motor&quot; thats reasonably priced and hasn't been sold. going to have a shufti tomorrow 	1
@southcitystudio @strungoutwired just what are you guys up to? 	1
I Got a BIG EGOOOO TO MUCH I WLK LYKE DIS CUZ I CAN BACK IT UP!! LOL GOODMORNING SEXY PPL 	1
@shynnhuzaimah oh okay. well i'm always here if you need a listening ear. hehe 	1
Happy Jonas Day 	1
@deviantnikki13 i miss you let us go wall climbing again 	1
somewhat caught up in the office. hi twitter!! what did i miss?  ...besides... YOU?!	1
@Huggard Using http://www.radian6.com/login02/.  Works much better. Actually loads on my page 	1
@alexpopovici Uber!Thx, ill asteptam 	1
Yucky finals today! But at least I know when I get home, I'll have a new phone waiting for me 	1
@heynoon @maxanton auto-small-caps rules 	1
Just woke up had fun with the best friend yesterday 	1
@jasminekpk I'm pretty sure lots of fans have let them know  This must be such a relief for them... 	1
attending to MySQL web conference... 	1
2009 Microsoft Scripting Games are quietly dropping Perl. only includes crappy Powershell&amp;VBscript. Don't want to put a F1 car in a race? 	1
@Tobyray No, haha. But it is very sad. I'll go see her soon anyways. 	1
@aplusp why cant i be in los angeles now , fuck christy 	1
Sitting at my computer waiting for the love of my life to wake up 	1
@MsValentine Good morning!! Hope you have an awesome day. 	1
@Bel would love too see u @ ptub! 	1
@brandingexpert- @sarahshah talking about horny hottie too!  (that hottie is VERY popular!)	1
king's island with AP,madpal, &amp; sterling 	1
Voodoo quiz 2nite, if we win, we cud buy 10 bottles of champagne!  (ya have to say it as its spelt, not pronounced, its more fun) 	1
@shanerzz go somewhere? Fine, I'm coming to ur house then 	1
@miss_tattoo what dates? I will look too 	1
HOME SWEET HOME at last ..this week end . I badly needed 1 	1
night alll so sleepy. looking forward to sleeping today away.  x	1
@panacea81 Thanks so much for the video! Just wondering which ones can be used on sensitive skin?  xxx	1
@nodana_onlyzuul Welcome to my world. Hey, since you'll be out around the same time, We should go have that dinner you owe me. 	1
@writer_sheri i think so too, i think in the coming weeks we'll get there, #militarymon will make it! 	1
@emersonvinicius very good choice! 	1
@superkeely bbq is good for any occassion! 	1
@FRANKTRIGG  And if the heat doesn't get you, watch out for those crazed Disney fanatics 	1
@unmarketing Walmart has Greeters?!?  	1
what i have done in the last 3 hours http://www.ireport.com/docs/DOC-272390 CNN ireport letter of fraud of interior minister to leader 	1
Cooked lamb curry with extra potatoes...yummy 	1
Attempt to speak spanish with sweet cleaning lady failed....i'm too white. 	1
@sandygrason we did rock it!! #rhh was amazing as usual. I feel so blessed to work with these ladies!! 	1
@saidthewhale Happy Birthday Ben, from Edmonton! 	1
I love you, @hobbs6487 	1
beer the last frontier si meditand la urmatorul post despre distractie, munca, perseverenta si succes, suculentul succes 	1
@Photo_John I'm just spoiled by the 460k dots 3&quot; LCDs on my Panny cams.  	1
@shazam I love your app 	1
@zeeta Wish you the best on your exam 	1
@OfficialAkaye Twitterberry - you are now officially a twitter addict - LOL! Thanks for sharing the pics, they're great 	1
getting ready to go run. 	1
@janemoo we should go bowling for dohyun, if he wants to 	1
@LamarLee sometimes it take a good dinner to start the day 	1
math class now  all right, i'll copy the exercises, eighter way, i know, i'll never like that ;)	1
i wan't a princess tiara 	1
@BlackNerds ok that was one long dream coz i was wondering where the hell u had disappeared to. Welcome back 	1
Up and heading out to sf  map, water bottle, &amp; sunglasses	1
http://twitpic.com/7jihk - thanks 	1
thanks everyone for the prayers, mum got there okay and things went well 	1
@sarahstanley Oh and I love the recipes! Thank you 	1
@suzie_single Oh! Thank you! 	1
@alisondecadence you once told me that you can only be two colours. white and pink. 	1
@UdiDahan hey, aren't you supposed to be prepping for #ndc, no commits allowed 24 h before giving talks 	1
looking forward to seeing them live  â« http://blip.fm/~8bgwh	1
wanne look at how my lovely anak cina looks like now? stay tune.. proper update tomorrow night 	1
Is sat in the sun on the beach 	1
@Jonasbrothers #LVATT is a phenomenal CD! Excellent compositions, Amazing vocals, Fantastic rhythm, Phenomenal music! You are AMAZING!!! 	1
@allahpundit Let's give Jimmy &quot;the peanut&quot; Carter a one way ticket to Iran.  	1
@TYRESE4REAL http://twitpic.com/7jise - well just dont lose u're phone, now that will be a tragedy!!    sorry tho...	1
friend call me 2 ask what 2 present 2 his girlfriend... So cute!  diamonds are girls best friends ;)	1
Sorry to miss remainder of conference. Safely on train heading back north  #vis2020	1
playing poker on facebook 	1
@elkparts The Aero-X really outshines the CCX there 	1
Man, arn't I just nosey today 	1
Just had some McWings and McNuggets. Life is good  Now finish my damn brief and i'll earned my keep for today!	1
@AaronPorter wave as you pass Taunton! 	1
Missed 2 on yesterdays quiz .. Not too bad  .. Shootin for 100%s from here on out 	1
@PainterNik hahaha, and some music and a blender? 	1
Relax for a free movie - &quot;The Unity of Spirit and Matter&quot; http://bit.ly/Iq76o  pls enjoy 	1
@SheilaCWright Thanks for following.......but if I get any more energy I'll spin out of control!  	1
@Some1_SpeCial how's ur summer going, hun? 	1
@stealthgear Gumby gets more done in the studio than i do! So easy to be distracted 	1
@EliciaKoay you went overboard for the girl's birthday again 	1
South Dakota, here we come!! 	1
